time,symbol,expiry,strike,option_type,features,label
2026-05-18 09:57:00+00,BANKNIFTY,2026-05-26,53500,CE,"{""pcr_oi"": 0.7949570906831924, ""bs_ce_iv"": 0.2585812214441005, ""bs_pe_iv"": 0.22773853304616634, ""atm_ce_iv"": 24.97953930917656, ""atm_ce_oi"": 286650.0, ""atm_pe_iv"": 23.59137773650885, ""atm_pe_oi"": 523230.0, ""atm_ce_ltp"": 868.85, ""atm_pe_ltp"": 690.0, ""bs_ce_vega"": 31.998797731762696, ""bs_pe_vega"": 31.993251634223142, ""delta_skew"": -0.4973551239669421, ""atm_ce_vega"": 31.94219, ""atm_pe_vega"": 31.93409, ""bs_ce_delta"": 0.5231379961656986, ""bs_ce_gamma"": 0.00019170214117365924, ""bs_ce_theta"": -55.091016242191664, ""bs_pe_delta"": -0.47570161141032774, ""bs_pe_gamma"": 0.0002176266856611345, ""bs_pe_theta"": -39.603519389060516, ""index_close"": 53501.8, ""iv_skew_otm"": -4.595360281394239, ""time_of_day"": 42, ""atm_ce_delta"": 0.53421, ""atm_ce_gamma"": 0.0002, ""atm_ce_theta"": -56.0617, ""atm_pe_delta"": -0.46464, ""atm_pe_theta"": -38.76123, ""index_rsi_14"": 46.86002522068169, ""is_expiry_day"": 0, ""days_to_expiry"": 8, ""gamma_exposure"": 2811.7385999999997, ""theta_pressure"": 471.65879, ""index_return_1m"": -0.00020462413163212673, ""index_return_5m"": -0.0006677556219886789, ""atm_ce_oi_change"": 122550.0, ""atm_option_close"": 871.8, ""atm_pe_oi_change"": 38670.0, ""index_return_15m"": -0.0003260509069166158, ""index_trend_ma_9"": -11.988888888881775, ""index_trend_ma_21"": -13.907142857147846, ""index_trend_ma_50"": 27.162000000011176, ""ce_oi_concentration"": 0.34534026027811315, ""pe_oi_concentration"": 0.27249352466299886, ""atm_option_range_15m"": 54.15000000000009, ""atm_option_return_1m"": 0.003626316698324961, ""atm_option_return_5m"": -0.008134706183514523, ""index_volatility_15m"": 0.00031776860493320976, ""selected_security_id"": 67184, ""distance_from_max_pain"": -1598.199999999997, ""index_distance_from_vwap"": 266.94180692932423, ""atm_option_volatility_15m"": 0.01331915906671737, ""recent_low_breakdown_flag"": 0, ""ce_iv_slope_across_strikes"": -0.0005719594779273396, ""pe_iv_slope_across_strikes"": -0.00021834294757914439}",0
2026-05-18 09:57:00+00,BANKNIFTY,2026-05-26,53500,PE,"{""pcr_oi"": 0.7949570906831924, ""bs_ce_iv"": 0.2585812214441005, ""bs_pe_iv"": 0.22773853304616634, ""atm_ce_iv"": 24.97953930917656, ""atm_ce_oi"": 286650.0, ""atm_pe_iv"": 23.59137773650885, ""atm_pe_oi"": 523230.0, ""atm_ce_ltp"": 868.85, ""atm_pe_ltp"": 690.0, ""bs_ce_vega"": 31.998797731762696, ""bs_pe_vega"": 31.993251634223142, ""delta_skew"": -0.4973551239669421, ""atm_ce_vega"": 31.94219, ""atm_pe_vega"": 31.93409, ""bs_ce_delta"": 0.5231379961656986, ""bs_ce_gamma"": 0.00019170214117365924, ""bs_ce_theta"": -55.091016242191664, ""bs_pe_delta"": -0.47570161141032774, ""bs_pe_gamma"": 0.0002176266856611345, ""bs_pe_theta"": -39.603519389060516, ""index_close"": 53501.8, ""iv_skew_otm"": -4.595360281394239, ""time_of_day"": 42, ""atm_ce_delta"": 0.53421, ""atm_ce_gamma"": 0.0002, ""atm_ce_theta"": -56.0617, ""atm_pe_delta"": -0.46464, ""atm_pe_theta"": -38.76123, ""index_rsi_14"": 46.86002522068169, ""is_expiry_day"": 0, ""days_to_expiry"": 8, ""gamma_exposure"": 2811.7385999999997, ""theta_pressure"": 471.65879, ""index_return_1m"": -0.00020462413163212673, ""index_return_5m"": -0.0006677556219886789, ""atm_ce_oi_change"": 122550.0, ""atm_option_close"": 684.75, ""atm_pe_oi_change"": 38670.0, ""index_return_15m"": -0.0003260509069166158, ""index_trend_ma_9"": -11.988888888881775, ""index_trend_ma_21"": -13.907142857147846, ""index_trend_ma_50"": 27.162000000011176, ""ce_oi_concentration"": 0.34534026027811315, ""pe_oi_concentration"": 0.27249352466299886, ""atm_option_range_15m"": 64.29999999999995, ""atm_option_return_1m"": -0.006240476017705471, ""atm_option_return_5m"": 0.027150678766969208, ""index_volatility_15m"": 0.00031776860493320976, ""selected_security_id"": 67187, ""distance_from_max_pain"": -1598.199999999997, ""index_distance_from_vwap"": 266.94180692932423, ""atm_option_volatility_15m"": 0.01913760682826853, ""recent_low_breakdown_flag"": 0, ""ce_iv_slope_across_strikes"": -0.0005719594779273396, ""pe_iv_slope_across_strikes"": -0.00021834294757914439}",0
2026-05-18 09:56:00+00,NIFTY,2026-05-19,23650,CE,"{""pcr_oi"": 1.382074599667233, ""bs_ce_iv"": 0.17109459786012476, ""bs_pe_iv"": 0.2112186672455877, ""atm_ce_iv"": 16.86480091405212, ""atm_ce_oi"": 3905525.0, ""atm_pe_iv"": 21.36062576030979, ""atm_pe_oi"": 3514875.0, ""atm_ce_ltp"": 95.6, ""atm_pe_ltp"": 113.95, ""bs_ce_vega"": 5.479880486690514, ""bs_pe_vega"": 5.480070709847435, ""delta_skew"": -0.4961270967741935, ""atm_ce_vega"": 5.47831, ""atm_pe_vega"": 5.47903, ""bs_ce_delta"": 0.5081568033703936, ""bs_ce_gamma"": 0.0016968020055651318, ""bs_ce_theta"": -40.17577958167909, ""bs_pe_delta"": -0.4925510429023471, ""bs_pe_gamma"": 0.001374517405293054, ""bs_pe_theta"": -44.88369871162254, ""index_close"": 23648.45, ""iv_skew_otm"": 5.083467129738789, ""time_of_day"": 41, ""atm_ce_delta"": 0.51277, ""atm_ce_gamma"": 0.00172, ""atm_ce_theta"": -40.79216, ""atm_pe_delta"": -0.48899, ""atm_pe_theta"": -44.29875, ""index_rsi_14"": 56.98630136986434, ""is_expiry_day"": 0, ""days_to_expiry"": 1, ""gamma_exposure"": 188717.89104999998, ""theta_pressure"": 692.5091499999999, ""index_return_1m"": -0.00013741084150399336, ""index_return_5m"": 0.00042727178504431076, ""atm_ce_oi_change"": 2524080.0, ""atm_option_close"": 96.7, ""atm_pe_oi_change"": 1343290.0, ""index_return_15m"": 0.00001480034336805844, ""index_trend_ma_9"": 6.1833333333343035, ""index_trend_ma_21"": 6.383333333331393, ""index_trend_ma_50"": 26.38400000000547, ""ce_oi_concentration"": 0.2973917323040949, ""pe_oi_concentration"": 0.28916573699813825, ""atm_option_range_15m"": 18.950000000000003, ""atm_option_return_1m"": 0.013626834381551331, ""atm_option_return_5m"": -0.044466403162055336, ""index_volatility_15m"": 0.00023625851596868034, ""selected_security_id"": 51364, ""distance_from_max_pain"": 48.45000000000073, ""index_distance_from_vwap"": 136.02690854487082, ""atm_option_volatility_15m"": 0.04460619882218881, ""recent_low_breakdown_flag"": 0, ""ce_iv_slope_across_strikes"": 0.0005548526551766503, ""pe_iv_slope_across_strikes"": -0.0016896304909221052}",0
2026-05-18 09:56:00+00,NIFTY,2026-05-19,23650,PE,"{""pcr_oi"": 1.382074599667233, ""bs_ce_iv"": 0.17109459786012476, ""bs_pe_iv"": 0.2112186672455877, ""atm_ce_iv"": 16.86480091405212, ""atm_ce_oi"": 3905525.0, ""atm_pe_iv"": 21.36062576030979, ""atm_pe_oi"": 3514875.0, ""atm_ce_ltp"": 95.6, ""atm_pe_ltp"": 113.95, ""bs_ce_vega"": 5.479880486690514, ""bs_pe_vega"": 5.480070709847435, ""delta_skew"": -0.4961270967741935, ""atm_ce_vega"": 5.47831, ""atm_pe_vega"": 5.47903, ""bs_ce_delta"": 0.5081568033703936, ""bs_ce_gamma"": 0.0016968020055651318, ""bs_ce_theta"": -40.17577958167909, ""bs_pe_delta"": -0.4925510429023471, ""bs_pe_gamma"": 0.001374517405293054, ""bs_pe_theta"": -44.88369871162254, ""index_close"": 23648.45, ""iv_skew_otm"": 5.083467129738789, ""time_of_day"": 41, ""atm_ce_delta"": 0.51277, ""atm_ce_gamma"": 0.00172, ""atm_ce_theta"": -40.79216, ""atm_pe_delta"": -0.48899, ""atm_pe_theta"": -44.29875, ""index_rsi_14"": 56.98630136986434, ""is_expiry_day"": 0, ""days_to_expiry"": 1, ""gamma_exposure"": 188717.89104999998, ""theta_pressure"": 692.5091499999999, ""index_return_1m"": -0.00013741084150399336, ""index_return_5m"": 0.00042727178504431076, ""atm_ce_oi_change"": 2524080.0, ""atm_option_close"": 114.0, ""atm_pe_oi_change"": 1343290.0, ""index_return_15m"": 0.00001480034336805844, ""index_trend_ma_9"": 6.1833333333343035, ""index_trend_ma_21"": 6.383333333331393, ""index_trend_ma_50"": 26.38400000000547, ""ce_oi_concentration"": 0.2973917323040949, ""pe_oi_concentration"": 0.28916573699813825, ""atm_option_range_15m"": 28.05000000000001, ""atm_option_return_1m"": -0.009126466753585373, ""atm_option_return_5m"": 0.011984021304926713, ""index_volatility_15m"": 0.00023625851596868034, ""selected_security_id"": 51365, ""distance_from_max_pain"": 48.45000000000073, ""index_distance_from_vwap"": 136.02690854487082, ""atm_option_volatility_15m"": 0.038430445450905536, ""recent_low_breakdown_flag"": 0, ""ce_iv_slope_across_strikes"": 0.0005548526551766503, ""pe_iv_slope_across_strikes"": -0.0016896304909221052}",0
2026-05-18 09:56:00+00,BANKNIFTY,2026-05-26,53500,CE,"{""pcr_oi"": 0.7937387724738171, ""bs_ce_iv"": 0.2571347680917925, ""bs_pe_iv"": 0.2246650386666765, ""atm_ce_iv"": 24.934791118064435, ""atm_ce_oi"": 287640.0, ""atm_pe_iv"": 23.18978691605425, ""atm_pe_oi"": 522840.0, ""atm_ce_ltp"": 870.0, ""atm_pe_ltp"": 675.0, ""bs_ce_vega"": 31.996180771814338, ""bs_pe_vega"": 31.98793513521405, ""delta_skew"": -0.49830938016528925, ""atm_ce_vega"": 31.93955, ""atm_pe_vega"": 31.92823, ""bs_ce_delta"": 0.5252924940443566, ""bs_ce_gamma"": 0.00019266961643938204, ""bs_ce_theta"": -54.82290696767908, ""bs_pe_delta"": -0.4731389203175427, ""bs_pe_gamma"": 0.00022045837708166462, ""bs_pe_theta"": -39.021443034127, ""index_close"": 53512.75, ""iv_skew_otm"": -4.389224306500356, ""time_of_day"": 41, ""atm_ce_delta"": 0.53518, ""atm_ce_gamma"": 0.0002, ""atm_ce_theta"": -55.98145, ""atm_pe_delta"": -0.46326, ""atm_pe_theta"": -37.99391, ""index_rsi_14"": 48.30993239729592, ""is_expiry_day"": 0, ""days_to_expiry"": 8, ""gamma_exposure"": 2819.3583, ""theta_pressure"": 468.68926, ""index_return_1m"": -0.00013639748094411178, ""index_return_5m"": 0.00004952336101037851, ""atm_ce_oi_change"": 123540.0, ""atm_option_close"": 868.65, ""atm_pe_oi_change"": 38280.0, ""index_return_15m"": -0.00043988844951935245, ""index_trend_ma_9"": 2.9722222222189885, ""index_trend_ma_21"": -7.957142857150757, ""index_trend_ma_50"": 39.47300000000541, ""ce_oi_concentration"": 0.3452315226401971, ""pe_oi_concentration"": 0.2724015542027146, ""atm_option_range_15m"": 54.15000000000009, ""atm_option_return_1m"": -0.0050398029895194745, ""atm_option_return_5m"": -0.0028697698444584744, ""index_volatility_15m"": 0.000323753471008098, ""selected_security_id"": 67184, ""distance_from_max_pain"": -1587.25, ""index_distance_from_vwap"": 280.0898811526422, ""atm_option_volatility_15m"": 0.01340587331856768, ""recent_low_breakdown_flag"": 0, ""ce_iv_slope_across_strikes"": -0.0005722532313778521, ""pe_iv_slope_across_strikes"": -0.00021401890412469892}",0
2026-05-18 09:56:00+00,BANKNIFTY,2026-05-26,53500,PE,"{""pcr_oi"": 0.7937387724738171, ""bs_ce_iv"": 0.2571347680917925, ""bs_pe_iv"": 0.2246650386666765, ""atm_ce_iv"": 24.934791118064435, ""atm_ce_oi"": 287640.0, ""atm_pe_iv"": 23.18978691605425, ""atm_pe_oi"": 522840.0, ""atm_ce_ltp"": 870.0, ""atm_pe_ltp"": 675.0, ""bs_ce_vega"": 31.996180771814338, ""bs_pe_vega"": 31.98793513521405, ""delta_skew"": -0.49830938016528925, ""atm_ce_vega"": 31.93955, ""atm_pe_vega"": 31.92823, ""bs_ce_delta"": 0.5252924940443566, ""bs_ce_gamma"": 0.00019266961643938204, ""bs_ce_theta"": -54.82290696767908, ""bs_pe_delta"": -0.4731389203175427, ""bs_pe_gamma"": 0.00022045837708166462, ""bs_pe_theta"": -39.021443034127, ""index_close"": 53512.75, ""iv_skew_otm"": -4.389224306500356, ""time_of_day"": 41, ""atm_ce_delta"": 0.53518, ""atm_ce_gamma"": 0.0002, ""atm_ce_theta"": -55.98145, ""atm_pe_delta"": -0.46326, ""atm_pe_theta"": -37.99391, ""index_rsi_14"": 48.30993239729592, ""is_expiry_day"": 0, ""days_to_expiry"": 8, ""gamma_exposure"": 2819.3583, ""theta_pressure"": 468.68926, ""index_return_1m"": -0.00013639748094411178, ""index_return_5m"": 0.00004952336101037851, ""atm_ce_oi_change"": 123540.0, ""atm_option_close"": 689.05, ""atm_pe_oi_change"": 38280.0, ""index_return_15m"": -0.00043988844951935245, ""index_trend_ma_9"": 2.9722222222189885, ""index_trend_ma_21"": -7.957142857150757, ""index_trend_ma_50"": 39.47300000000541, ""ce_oi_concentration"": 0.3452315226401971, ""pe_oi_concentration"": 0.2724015542027146, ""atm_option_range_15m"": 64.29999999999995, ""atm_option_return_1m"": 0.01757365428634716, ""atm_option_return_5m"": 0.014651744956560053, ""index_volatility_15m"": 0.000323753471008098, ""selected_security_id"": 67187, ""distance_from_max_pain"": -1587.25, ""index_distance_from_vwap"": 280.0898811526422, ""atm_option_volatility_15m"": 0.01925512450462565, ""recent_low_breakdown_flag"": 0, ""ce_iv_slope_across_strikes"": -0.0005722532313778521, ""pe_iv_slope_across_strikes"": -0.00021401890412469892}",0
2026-05-18 09:55:00+00,NIFTY,2026-05-19,23650,CE,"{""pcr_oi"": 1.3852794256426673, ""bs_ce_iv"": 0.17859728926855548, ""bs_pe_iv"": 0.20403427527138238, ""atm_ce_iv"": 17.102091525738654, ""atm_ce_oi"": 3877965.0, ""atm_pe_iv"": 21.10941193499266, ""atm_pe_oi"": 3590275.0, ""atm_ce_ltp"": 101.4, ""atm_pe_ltp"": 108.45, ""bs_ce_vega"": 5.4802912824938925, ""bs_pe_vega"": 5.480773762916471, ""delta_skew"": -0.509784435483871, ""atm_ce_vega"": 5.47187, ""atm_pe_vega"": 5.47561, ""bs_ce_delta"": 0.5132683466510799, ""bs_ce_gamma"": 0.0016242805916682958, ""bs_ce_theta"": -41.84582501463186, ""bs_pe_delta"": -0.4878326037411711, ""bs_pe_gamma"": 0.0014219064408318555, ""bs_pe_theta"": -43.286599073915596, ""index_close"": 23651.7, ""iv_skew_otm"": 5.122266465680724, ""time_of_day"": 40, ""atm_ce_delta"": 0.52723, ""atm_ce_gamma"": 0.00169, ""atm_ce_theta"": -41.34708, ""atm_pe_delta"": -0.4771, ""atm_pe_theta"": -43.76195, ""index_rsi_14"": 53.06122448979781, ""is_expiry_day"": 0, ""days_to_expiry"": 1, ""gamma_exposure"": 190717.12075, ""theta_pressure"": 690.39417, ""index_return_1m"": -0.0000676438382804321, ""index_return_5m"": 0.0009056169409614544, ""atm_ce_oi_change"": 2496520.0, ""atm_option_close"": 95.4, ""atm_pe_oi_change"": 1418690.0, ""index_return_15m"": 0.0005816917287666655, ""index_trend_ma_9"": 12.305555555554747, ""index_trend_ma_21"": 8.650000000001455, ""index_trend_ma_50"": 30.615999999998166, ""ce_oi_concentration"": 0.2962688781958297, ""pe_oi_concentration"": 0.28914350295813834, ""atm_option_range_15m"": 19.25, ""atm_option_return_1m"": -0.06332842415316631, ""atm_option_return_5m"": 0.041484716157205365, ""index_volatility_15m"": 0.00025695816681482113, ""selected_security_id"": 51364, ""distance_from_max_pain"": 51.70000000000073, ""index_distance_from_vwap"": 139.75809083650893, ""atm_option_volatility_15m"": 0.04504866699802854, ""recent_low_breakdown_flag"": 0, ""ce_iv_slope_across_strikes"": 0.0005527829419268911, ""pe_iv_slope_across_strikes"": -0.0017039397835924804}",0
2026-05-18 09:55:00+00,NIFTY,2026-05-19,23650,PE,"{""pcr_oi"": 1.3852794256426673, ""bs_ce_iv"": 0.17859728926855548, ""bs_pe_iv"": 0.20403427527138238, ""atm_ce_iv"": 17.102091525738654, ""atm_ce_oi"": 3877965.0, ""atm_pe_iv"": 21.10941193499266, ""atm_pe_oi"": 3590275.0, ""atm_ce_ltp"": 101.4, ""atm_pe_ltp"": 108.45, ""bs_ce_vega"": 5.4802912824938925, ""bs_pe_vega"": 5.480773762916471, ""delta_skew"": -0.509784435483871, ""atm_ce_vega"": 5.47187, ""atm_pe_vega"": 5.47561, ""bs_ce_delta"": 0.5132683466510799, ""bs_ce_gamma"": 0.0016242805916682958, ""bs_ce_theta"": -41.84582501463186, ""bs_pe_delta"": -0.4878326037411711, ""bs_pe_gamma"": 0.0014219064408318555, ""bs_pe_theta"": -43.286599073915596, ""index_close"": 23651.7, ""iv_skew_otm"": 5.122266465680724, ""time_of_day"": 40, ""atm_ce_delta"": 0.52723, ""atm_ce_gamma"": 0.00169, ""atm_ce_theta"": -41.34708, ""atm_pe_delta"": -0.4771, ""atm_pe_theta"": -43.76195, ""index_rsi_14"": 53.06122448979781, ""is_expiry_day"": 0, ""days_to_expiry"": 1, ""gamma_exposure"": 190717.12075, ""theta_pressure"": 690.39417, ""index_return_1m"": -0.0000676438382804321, ""index_return_5m"": 0.0009056169409614544, ""atm_ce_oi_change"": 2496520.0, ""atm_option_close"": 115.05, ""atm_pe_oi_change"": 1418690.0, ""index_return_15m"": 0.0005816917287666655, ""index_trend_ma_9"": 12.305555555554747, ""index_trend_ma_21"": 8.650000000001455, ""index_trend_ma_50"": 30.615999999998166, ""ce_oi_concentration"": 0.2962688781958297, ""pe_oi_concentration"": 0.28914350295813834, ""atm_option_range_15m"": 28.05000000000001, ""atm_option_return_1m"": 0.066759388038943, ""atm_option_return_5m"": -0.05269658295594899, ""index_volatility_15m"": 0.00025695816681482113, ""selected_security_id"": 51365, ""distance_from_max_pain"": 51.70000000000073, ""index_distance_from_vwap"": 139.75809083650893, ""atm_option_volatility_15m"": 0.038365707346027296, ""recent_low_breakdown_flag"": 0, ""ce_iv_slope_across_strikes"": 0.0005527829419268911, ""pe_iv_slope_across_strikes"": -0.0017039397835924804}",0
2026-05-18 09:55:00+00,BANKNIFTY,2026-05-26,53500,CE,"{""pcr_oi"": 0.7941370718381315, ""bs_ce_iv"": 0.2586575687692498, ""bs_pe_iv"": 0.22496860136259725, ""atm_ce_iv"": 24.964768552038468, ""atm_ce_oi"": 288600.0, ""atm_pe_iv"": 23.321243571106113, ""atm_pe_oi"": 521010.0, ""atm_ce_ltp"": 878.75, ""atm_pe_ltp"": 672.55, ""bs_ce_vega"": 31.994876437518172, ""bs_pe_vega"": 31.98478363058103, ""delta_skew"": -0.5010390495867769, ""atm_ce_vega"": 31.92856, ""atm_pe_vega"": 31.91557, ""bs_ce_delta"": 0.5266333359715014, ""bs_ce_gamma"": 0.00019145910455245277, ""bs_ce_theta"": -55.12446538628835, ""bs_pe_delta"": -0.47154930433417486, ""bs_pe_gamma"": 0.00022006059664487302, ""bs_pe_theta"": -39.0874015059397, ""index_close"": 53520.05, ""iv_skew_otm"": -4.471035550459327, ""time_of_day"": 40, ""atm_ce_delta"": 0.53802, ""atm_ce_gamma"": 0.0002, ""atm_ce_theta"": -56.0602, ""atm_pe_delta"": -0.46032, ""atm_pe_theta"": -38.26896, ""index_rsi_14"": 45.978718139074545, ""is_expiry_day"": 0, ""days_to_expiry"": 8, ""gamma_exposure"": 2849.3898, ""theta_pressure"": 469.62426, ""index_return_1m"": -0.00018961259251775968, ""index_return_5m"": 0.0006768398310892796, ""atm_ce_oi_change"": 124500.0, ""atm_option_close"": 873.05, ""atm_pe_oi_change"": 36450.0, ""index_return_15m"": 0.00001868493555098605, ""index_trend_ma_9"": 17.08888888889487, ""index_trend_ma_21"": -6.026190476193733, ""index_trend_ma_50"": 47.90099999999802, ""ce_oi_concentration"": 0.3442890069680019, ""pe_oi_concentration"": 0.27265873240886, ""atm_option_range_15m"": 54.15000000000009, ""atm_option_return_1m"": -0.011100413433765723, ""atm_option_return_5m"": 0.027117647058823476, ""index_volatility_15m"": 0.00033440226681415153, ""selected_security_id"": 67184, ""distance_from_max_pain"": -1579.949999999997, ""index_distance_from_vwap"": 288.44193111066124, ""atm_option_volatility_15m"": 0.01330244521139134, ""recent_low_breakdown_flag"": 0, ""ce_iv_slope_across_strikes"": -0.0005706432153282252, ""pe_iv_slope_across_strikes"": -0.00021874119557155182}",0
2026-05-18 09:55:00+00,BANKNIFTY,2026-05-26,53500,PE,"{""pcr_oi"": 0.7941370718381315, ""bs_ce_iv"": 0.2586575687692498, ""bs_pe_iv"": 0.22496860136259725, ""atm_ce_iv"": 24.964768552038468, ""atm_ce_oi"": 288600.0, ""atm_pe_iv"": 23.321243571106113, ""atm_pe_oi"": 521010.0, ""atm_ce_ltp"": 878.75, ""atm_pe_ltp"": 672.55, ""bs_ce_vega"": 31.994876437518172, ""bs_pe_vega"": 31.98478363058103, ""delta_skew"": -0.5010390495867769, ""atm_ce_vega"": 31.92856, ""atm_pe_vega"": 31.91557, ""bs_ce_delta"": 0.5266333359715014, ""bs_ce_gamma"": 0.00019145910455245277, ""bs_ce_theta"": -55.12446538628835, ""bs_pe_delta"": -0.47154930433417486, ""bs_pe_gamma"": 0.00022006059664487302, ""bs_pe_theta"": -39.0874015059397, ""index_close"": 53520.05, ""iv_skew_otm"": -4.471035550459327, ""time_of_day"": 40, ""atm_ce_delta"": 0.53802, ""atm_ce_gamma"": 0.0002, ""atm_ce_theta"": -56.0602, ""atm_pe_delta"": -0.46032, ""atm_pe_theta"": -38.26896, ""index_rsi_14"": 45.978718139074545, ""is_expiry_day"": 0, ""days_to_expiry"": 8, ""gamma_exposure"": 2849.3898, ""theta_pressure"": 469.62426, ""index_return_1m"": -0.00018961259251775968, ""index_return_5m"": 0.0006768398310892796, ""atm_ce_oi_change"": 124500.0, ""atm_option_close"": 677.15, ""atm_pe_oi_change"": 36450.0, ""index_return_15m"": 0.00001868493555098605, ""index_trend_ma_9"": 17.08888888889487, ""index_trend_ma_21"": -6.026190476193733, ""index_trend_ma_50"": 47.90099999999802, ""ce_oi_concentration"": 0.3442890069680019, ""pe_oi_concentration"": 0.27265873240886, ""atm_option_range_15m"": 64.29999999999995, ""atm_option_return_1m"": 0.009541557957510216, ""atm_option_return_5m"": -0.03539886039886043, ""index_volatility_15m"": 0.00033440226681415153, ""selected_security_id"": 67187, ""distance_from_max_pain"": -1579.949999999997, ""index_distance_from_vwap"": 288.44193111066124, ""atm_option_volatility_15m"": 0.018617625790492677, ""recent_low_breakdown_flag"": 0, ""ce_iv_slope_across_strikes"": -0.0005706432153282252, ""pe_iv_slope_across_strikes"": -0.00021874119557155182}",0
2026-05-18 09:54:00+00,NIFTY,2026-05-19,23650,CE,"{""pcr_oi"": 1.3861166626850714, ""bs_ce_iv"": 0.17841051900814459, ""bs_pe_iv"": 0.20749790719894254, ""atm_ce_iv"": 17.93269616750812, ""atm_ce_oi"": 3905525.0, ""atm_pe_iv"": 20.667503216383153, ""atm_pe_oi"": 3555630.0, ""atm_ce_ltp"": 102.15, ""atm_pe_ltp"": 109.6, ""bs_ce_vega"": 5.480893240697206, ""bs_pe_vega"": 5.481724217383934, ""delta_skew"": -0.49708499999999994, ""atm_ce_vega"": 5.48089, ""atm_pe_vega"": 5.4815, ""bs_ce_delta"": 0.5158805288584666, ""bs_ce_gamma"": 0.0016250240810175797, ""bs_ce_theta"": -41.79734446076762, ""bs_pe_delta"": -0.48571781094387334, ""bs_pe_gamma"": 0.0013974374468055134, ""bs_pe_theta"": -44.04721428247404, ""index_close"": 23653.3, ""iv_skew_otm"": 4.894694467653366, ""time_of_day"": 39, ""atm_ce_delta"": 0.51428, ""atm_ce_gamma"": 0.00162, ""atm_ce_theta"": -43.14987, ""atm_pe_delta"": -0.48702, ""atm_pe_theta"": -42.74183, ""index_rsi_14"": 61.39569413511424, ""is_expiry_day"": 0, ""days_to_expiry"": 1, ""gamma_exposure"": 191103.6166, ""theta_pressure"": 701.64743, ""index_return_1m"": 0.000057077746232278725, ""index_return_5m"": 0.0010622899755376434, ""atm_ce_oi_change"": 2524080.0, ""atm_option_close"": 101.85, ""atm_pe_oi_change"": 1384045.0, ""index_return_15m"": 0.0005583732725327189, ""index_trend_ma_9"": 16.588888888891233, ""index_trend_ma_21"": 8.635714285715949, ""index_trend_ma_50"": 33.4230000000025, ""ce_oi_concentration"": 0.2959834720787507, ""pe_oi_concentration"": 0.29007345247027955, ""atm_option_range_15m"": 19.25, ""atm_option_return_1m"": -0.0029368575624083345, ""atm_option_return_5m"": 0.150197628458498, ""index_volatility_15m"": 0.00025771701157628857, ""selected_security_id"": 51364, ""distance_from_max_pain"": 53.29999999999927, ""index_distance_from_vwap"": 142.2875705999686, ""atm_option_volatility_15m"": 0.04344023954342024, ""recent_low_breakdown_flag"": 0, ""ce_iv_slope_across_strikes"": 0.0005477113428701285, ""pe_iv_slope_across_strikes"": -0.001699978264881024}",0
2026-05-18 09:54:00+00,NIFTY,2026-05-19,23650,PE,"{""pcr_oi"": 1.3861166626850714, ""bs_ce_iv"": 0.17841051900814459, ""bs_pe_iv"": 0.20749790719894254, ""atm_ce_iv"": 17.93269616750812, ""atm_ce_oi"": 3905525.0, ""atm_pe_iv"": 20.667503216383153, ""atm_pe_oi"": 3555630.0, ""atm_ce_ltp"": 102.15, ""atm_pe_ltp"": 109.6, ""bs_ce_vega"": 5.480893240697206, ""bs_pe_vega"": 5.481724217383934, ""delta_skew"": -0.49708499999999994, ""atm_ce_vega"": 5.48089, ""atm_pe_vega"": 5.4815, ""bs_ce_delta"": 0.5158805288584666, ""bs_ce_gamma"": 0.0016250240810175797, ""bs_ce_theta"": -41.79734446076762, ""bs_pe_delta"": -0.48571781094387334, ""bs_pe_gamma"": 0.0013974374468055134, ""bs_pe_theta"": -44.04721428247404, ""index_close"": 23653.3, ""iv_skew_otm"": 4.894694467653366, ""time_of_day"": 39, ""atm_ce_delta"": 0.51428, ""atm_ce_gamma"": 0.00162, ""atm_ce_theta"": -43.14987, ""atm_pe_delta"": -0.48702, ""atm_pe_theta"": -42.74183, ""index_rsi_14"": 61.39569413511424, ""is_expiry_day"": 0, ""days_to_expiry"": 1, ""gamma_exposure"": 191103.6166, ""theta_pressure"": 701.64743, ""index_return_1m"": 0.000057077746232278725, ""index_return_5m"": 0.0010622899755376434, ""atm_ce_oi_change"": 2524080.0, ""atm_option_close"": 107.85, ""atm_pe_oi_change"": 1384045.0, ""index_return_15m"": 0.0005583732725327189, ""index_trend_ma_9"": 16.588888888891233, ""index_trend_ma_21"": 8.635714285715949, ""index_trend_ma_50"": 33.4230000000025, ""ce_oi_concentration"": 0.2959834720787507, ""pe_oi_concentration"": 0.29007345247027955, ""atm_option_range_15m"": 28.05000000000001, ""atm_option_return_1m"": -0.015967153284671534, ""atm_option_return_5m"": -0.14709371293001192, ""index_volatility_15m"": 0.00025771701157628857, ""selected_security_id"": 51365, ""distance_from_max_pain"": 53.29999999999927, ""index_distance_from_vwap"": 142.2875705999686, ""atm_option_volatility_15m"": 0.036101782303735994, ""recent_low_breakdown_flag"": 0, ""ce_iv_slope_across_strikes"": 0.0005477113428701285, ""pe_iv_slope_across_strikes"": -0.001699978264881024}",0
